text,tokoh,prediksi_label_raw,score_keyakinan,label_final
"Saran sih pakk harusnya dapat laporan bilang aja LAPORAN DARI MASYARAKAT jangan langsung sebut nama pak purbaya takutnya kenapa""pula kan memang kalau ada yang melawan pak purbaya kami masyarakat yang pro pak pur akan bergerak juga",Purbaya Yudhi Sadewa,negative,0.9938819408416748,Negatif
Perampasan aset yang menguntungkan tapi gak acc juga,Purbaya Yudhi Sadewa,negative,0.997878909111023,Negatif
Aguk Aguk aja Mentri kehutanan menutupi malu,Purbaya Yudhi Sadewa,negative,0.9992757439613342,Negatif
Jangan cuma omon omon pak wowo.itu kapolri jelas menentang keputusan MA tapi pak Wowo diem aja.kami muak dengan pidato2 yng berapi api tapi hasilnya nol persen.,Purbaya Yudhi Sadewa,negative,0.9993069171905518,Negatif
"🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩❤❤❤❤❤❤❤❤🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩
SIKAT PAK SAYA DUKUNG SAYA DO'AKAN YG BUAT BANGSA INDONESIA AAMIIN AAMIIN AAMIII YAROBBAL""ALAAMIIIN 🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🙏🙏🙏🙏",Purbaya Yudhi Sadewa,positive,0.997615933418274,Positif
"Opung ada disana, panas kuping ga ya",Purbaya Yudhi Sadewa,negative,0.9002557396888733,Negatif
JANGANG TUNGGU LAMA SIKATT PAK.YG GX BENER TOLONG SIKAT LANGDUNG PAK 🙏🙏🙏🙏🙏,Purbaya Yudhi Sadewa,negative,0.9618728756904602,Negatif
"Jangan omon omon aja pak, reshuffle menteri2 titipan / TERMUL2 yang menggerogoti dari dalam, sampe kapan bpk PELIHARA,  mereka PENGKHIANAT RAKYAT dan NEGARA",Purbaya Yudhi Sadewa,negative,0.9994613528251648,Negatif
"Si wowo berutang budi ma si oppung karna, si oppung pernah bantuin memperpanjang visa si wowo waktu lari ke jordan",Purbaya Yudhi Sadewa,neutral,0.8232850432395935,Netral
"Mentri kehutanan dan mentri esdm tidak 1 pun memperpanjang ijin? Hahaha masyarakat percaya? Toh yang udah di viral aja di sumtra kemaren bupati nya bilang,belum yang tambang di raja ampat hahaha",Purbaya Yudhi Sadewa,negative,0.7895943522453308,Negatif
"Misalkan UUD 45 pasal 33 dijalankan sesuai jalur, tdk si anulir melalui UU turunannya,,
Rakyat makmur dan bisa lepas dari penjajahan ekonomi, entah itu penjajah dari bangsa sendiri atau bangsa asing",Purbaya Yudhi Sadewa,positive,0.920943558216095,Positif
Ini sinetron episode berapa ya,Purbaya Yudhi Sadewa,neutral,0.7782220244407654,Netral
bahlil kmna km 😂😂,Purbaya Yudhi Sadewa,negative,0.8372204899787903,Negatif
Betuuuuuullllllll,Purbaya Yudhi Sadewa,positive,0.9797500371932985,Positif
"Yaa kali disimpan dulu lm lm tersimpan jadi di korupsi ,begitu kah pokok na mah cari celah buat itu duwet tdk terserap kebawah ternyata disimpen nya.",Purbaya Yudhi Sadewa,negative,0.999152898788452,Negatif
Keren Pak Prabowo,Purbaya Yudhi Sadewa,positive,0.9987958669662476,Positif
"pecat segera pak bagi yang tidak serius untuk rakyat, jangan main² sama rakyat kita hidup di dunia cuma 1x, jadi berikanlah yang terbaik",Purbaya Yudhi Sadewa,negative,0.9990814924240112,Negatif
Panikkkk ga panik lah masa engga 😂 wayoloh pada tobat dah yg masih pada melenceng!!! kasian masyarakat harusnya pada hidup enak,Purbaya Yudhi Sadewa,negative,0.9977420568466188,Negatif
Singkir kan kacung mulyono wooooo kalo mau maju ini negara,Purbaya Yudhi Sadewa,negative,0.9988526105880736,Negatif
Bahlil itu perlu diganti rakyat rugi besar,Purbaya Yudhi Sadewa,negative,0.9977992177009584,Negatif
Mentri mentri titipan geng raja solo biangkerok bagi NKRI,Purbaya Yudhi Sadewa,neutral,0.9981749057769777,Netral
Gedebul gede wadul,Purbaya Yudhi Sadewa,negative,0.9992456436157228,Negatif
Pidatonya kebanyakan mikir paaak 😂😂😂😂😂😂,Purbaya Yudhi Sadewa,negative,0.995594084262848,Negatif
Terbebani termul sih gak leluasa,Purbaya Yudhi Sadewa,negative,0.9989790916442872,Negatif
"Doa q saat ini untuk negara tercinta q, doa ku untuk bapak ku pak prabowo bap purbaya dan pak tedy sehat selalu ❤❤❤",Purbaya Yudhi Sadewa,positive,0.96895569562912,Positif
Hmm..menteri apa ya kira²? (Dengan muka dungu sok mikir),Purbaya Yudhi Sadewa,negative,0.997707724571228,Negatif
"Ekonomi jelek, faktor mbg , kasih uang aja",Purbaya Yudhi Sadewa,negative,0.9994996786117554,Negatif
menteri tidak becus usut aja juga aprat pun  juga kalau pak prabowo omong tidak di anggap para pejabat,Purbaya Yudhi Sadewa,negative,0.9990668892860411,Negatif
Pecat sjja! Koq omon2 bgt sih lo,Purbaya Yudhi Sadewa,negative,0.99907124042511,Negatif
kelango klengo lihat pak purbaya😅😅,Purbaya Yudhi Sadewa,neutral,0.9937565326690674,Netral
Mantaap pecat si bahlil si luhut,Purbaya Yudhi Sadewa,negative,0.9494028091430664,Negatif
"Gaji kami kapan dibayarkan pak, kami mau bayar hutang ke bank, kenapa sih gaji kami selalu ditahan tahan pemerintah.",Purbaya Yudhi Sadewa,negative,0.9960804581642152,Negatif
MEN ESDM rendah sok pinter😂😂😂 cuma liat2 doang 😅 padahal bahlul,Purbaya Yudhi Sadewa,negative,0.9993187189102172,Negatif
"Itulah hasilnya kalau hidup dengan memakan uang haram @ Korupsi,maka hidupnya tidak keruan dan setiap titisan darah yang mengalir ke otaknya adalah darah haram justeru mengakibatkan  otak jadi Stunting.Pemikiran di bawah rata rata.Tidak dapat berfikir dengan waras untuk menyelesaikan masalah.Apatah lagi waktu ditimpa bencana.semua mikir uang dari nyawa rakyatnya😂😂",Purbaya Yudhi Sadewa,negative,0.9994288086891174,Negatif
Menyala presidenku!,Purbaya Yudhi Sadewa,negative,0.8197005987167358,Negatif
Ah aing mah teu sabar KDM maju jadi capres teu sabar bapak aing mimpin negara ieu,Purbaya Yudhi Sadewa,positive,0.9963983297348022,Positif
Judulnya terlalu sensitif,Purbaya Yudhi Sadewa,negative,0.9866147637367249,Negatif
Ngapain kalau diumumin malah bikin gaduh pa..fired ganti yg kompeten🎉🎉🎉,Purbaya Yudhi Sadewa,negative,0.998801589012146,Negatif
Seharusnya menteri yang dulu di audit tuh😂,Purbaya Yudhi Sadewa,negative,0.5723987817764282,Negatif
Bahlil di amputasi ja pak mulut nya biar gak suka bohong 😂,Purbaya Yudhi Sadewa,negative,0.9969797730445862,Negatif
Prabowo 2 periode,Purbaya Yudhi Sadewa,neutral,0.9928652048110962,Netral
Omon-omon solusi nya 😂😂😂,Purbaya Yudhi Sadewa,negative,0.8074355721473694,Negatif
Raut wajahnya bpk prabowo keliatan banget kalo lagi sakit 🥲🥲 mungkin efek terlalu pusing sama mentrinya yg tdk bisa menjalankan tugas,Purbaya Yudhi Sadewa,negative,0.9943280816078186,Negatif
"Lanjutkan pak Prabowo, rakyat mendukung semua kebijakan bapak yg berpihak kepada rakyat.",Purbaya Yudhi Sadewa,positive,0.9986924529075624,Positif
takut nya prabowo hanya omon omon,Purbaya Yudhi Sadewa,negative,0.9991425275802612,Negatif
perpol gimana perpol 2025,Purbaya Yudhi Sadewa,negative,0.964830756187439,Negatif
Pak Purbaya  semangat bela rakyat dukung terus,Purbaya Yudhi Sadewa,positive,0.9986082911491394,Positif
Mantep pak presidenku ❤,Purbaya Yudhi Sadewa,positive,0.7430124878883362,Positif
"Yang buat UUD DPR, DPR maaaa yang penting untuk, bodo amat ma rakyat",Purbaya Yudhi Sadewa,negative,0.9991705417633056,Negatif
Tepuk tangan buat Menkeu hebat baru kali ketemu Menkeu bagus biar Mentri Laen biar pada berubah,Purbaya Yudhi Sadewa,positive,0.9698598980903624,Positif
"Kesenjangan sosial ug sangat jauh antara pejabat yg selalu mendukung pengusaha,bkn pro kpd rakyat",Purbaya Yudhi Sadewa,negative,0.9759936928749084,Negatif
"Mantaap, laksanakan saja semua UUD 45 itu pak. Biar kita sejahtera bersama, kaya bersama, adil dan makmur😅❤",Purbaya Yudhi Sadewa,positive,0.9012230038642884,Positif
Tidak usah diperingatkan langsung di tata saja tak perlu bicara banyak,Purbaya Yudhi Sadewa,negative,0.7597852945327759,Negatif
"Langsung aja pak. Kalau tau udah gak becus. Ya bapak pecatin pak. 

Jangan greget doang pak. Langsung aja",Purbaya Yudhi Sadewa,negative,0.99876606464386,Negatif
Aura +10000000,Purbaya Yudhi Sadewa,positive,0.9342949390411376,Positif
Makanya bpk pecat langsung mentri yang ngk becus biar jadi pelajaran Masih banyak TU orang yang mau bekerja Dan pintar mentri bpk membosankan kecuali bpk purbaya.,Purbaya Yudhi Sadewa,negative,0.9990321397781372,Negatif
"Jangan lupa Dana desa juga cek sampai bawah,",Purbaya Yudhi Sadewa,neutral,0.9982011318206788,Netral
pasti si bahlil,Purbaya Yudhi Sadewa,negative,0.9769068360328674,Negatif
Menyala Presidenku👍🏿💪🏿,Purbaya Yudhi Sadewa,negative,0.8197005987167358,Negatif
"Omon omon,,liat bukti bencana",Purbaya Yudhi Sadewa,neutral,0.688598096370697,Netral
SI BAHLUL,Purbaya Yudhi Sadewa,negative,0.9948188662528992,Negatif
"Dimana2 pejabat memperkaya diri sendiri. 
Kepala daerah sampai kepala desa korupsi semaunya, pdhl rakyat miskin terlantar masih banyak. 

Bgmn ni pak Prabowo? Sekedar bicara spt ini anda gak akan dihiraukan. 
Tarik kembali dana desa. Serahkan pembangunan jalan desa ke Batalyon TNI pembangunan",Purbaya Yudhi Sadewa,negative,0.9991849064826964,Negatif
"Banyakkkk,,, terutama menteri afiliasi ODGJ,, Orang Dalam Geng Jok,,,😂",Purbaya Yudhi Sadewa,negative,0.7678085565567017,Negatif
Bukan kepentingsnbdan kebutuhan pribafi.,Purbaya Yudhi Sadewa,neutral,0.6540910601615906,Netral
Peraturan jaman Now hasil Pesanan MAFIA😂,Purbaya Yudhi Sadewa,negative,0.9970934391021729,Negatif
Secara teori 👍👍👍👍👍 praktek nya tahu sendirilah,Purbaya Yudhi Sadewa,positive,0.6253398656845093,Positif
Aceh itu sesuai uud1945 ga sih,Purbaya Yudhi Sadewa,negative,0.9983142614364624,Negatif
gUS IPUL😅😅😅,Purbaya Yudhi Sadewa,neutral,0.9967329502105712,Netral
Mantap intruksi BPK prabowo,Purbaya Yudhi Sadewa,positive,0.9959346055984496,Positif
Mentri lingkungan hidup dan kebudayaan yang tidak ada manfaatnya sama sekali,Purbaya Yudhi Sadewa,negative,0.9985929131507874,Negatif
"Desa kami aspal kualitas buruk masak di Bagun bertahun sudah rusak berlobang memang koruptor ngeri di Indonesia demokrasi ke bablas gila banyak partai pemilu ngabisin anggaran gila rusak ,media agen propaganda lepas landas menghilangkan identitas Indonesia budaya film gila negara rusak sistem terbuka kebablasan",Purbaya Yudhi Sadewa,negative,0.9996278285980223,Negatif
"Intinya,semoga nyali Kim Jong un masuk k Prabowo",Purbaya Yudhi Sadewa,neutral,0.943510353565216,Netral
pak ekonomi di bawah saat ini dalam posisi mengenaskan sekali,Purbaya Yudhi Sadewa,negative,0.9979928731918336,Negatif
Pidato nya sdh bnr.  Namun tdk di laksanakan bawahan nya. Hrs nya Di Pertajam Dengan Tindakan.,Purbaya Yudhi Sadewa,negative,0.9623758792877196,Negatif
Mau hemat ? STOP MBG !!! STOP MBG !!! STOP MBG !!! STOP MBG !!!!,Purbaya Yudhi Sadewa,positive,0.9394679665565492,Positif
Kok ga liat wapres nya ya,Purbaya Yudhi Sadewa,negative,0.9391269683837892,Negatif
Di menit2 terkhir itu Kata2 yg pernah di ucapkan kdm di tiru jg kan😂😂,Purbaya Yudhi Sadewa,neutral,0.9537861347198486,Netral
"Bicara saja besar, 😂😂",Purbaya Yudhi Sadewa,negative,0.9985849857330322,Negatif
"Rakyat dudah jijik dan muak dengan polri pak,,,tolong cari solusi nya,,,,",Purbaya Yudhi Sadewa,negative,0.9993830919265748,Negatif
Tapi kejadian di lapangan berbeda dengan apa yang anda ucapkan yaa Pak😂,Purbaya Yudhi Sadewa,negative,0.976283311843872,Negatif
Intelijen negara.saya,Purbaya Yudhi Sadewa,neutral,0.7779226303100586,Netral
Nunggu laporan,Purbaya Yudhi Sadewa,negative,0.9193177223205566,Negatif
Pecat bahlil pak,Purbaya Yudhi Sadewa,negative,0.998870313167572,Negatif
INdonesia ditangan pak Prabowo akan menjadi pemimpin dunia.,Purbaya Yudhi Sadewa,positive,0.7500802278518677,Positif
OJK tidak bermanfaat bagi masyarakat kecil,Purbaya Yudhi Sadewa,negative,0.9988551139831544,Negatif
"Pak prabowo,jgn pidato aja,buktijan,kanapa polri melanggar aturan,tidak di pecat",Purbaya Yudhi Sadewa,negative,0.984608232975006,Negatif
"WILMAR pak prabowo dia kantor pusatnya disingapura, lahanya diindonesia 😂",Purbaya Yudhi Sadewa,neutral,0.9982672929763794,Netral
Sudah pasti Menhoot,Purbaya Yudhi Sadewa,negative,0.5302157402038574,Negatif
Terlalu banyak kebohongan,Purbaya Yudhi Sadewa,negative,0.9964264035224916,Negatif
2014 hahahaha lucu demo pati,Purbaya Yudhi Sadewa,neutral,0.8224265575408936,Netral
Pecat pak mentri kurang gerak😢😢,Purbaya Yudhi Sadewa,negative,0.999077081680298,Negatif
Sosok 2 mentri yg saya kagumi purbaya & amran👍👍👍👍,Purbaya Yudhi Sadewa,neutral,0.7324375510215759,Netral
Top,Purbaya Yudhi Sadewa,positive,0.9786689281463624,Positif
Warganet kampung blg kalau laporan Pak Menkeu tdk salah kerena dasarnya fakta dan data bukan asbun/ABS.,Purbaya Yudhi Sadewa,neutral,0.7582731246948242,Netral
DPR yg mengolok olok rakyat pecat aja pak.,Purbaya Yudhi Sadewa,negative,0.9995155334472656,Negatif
MBG tuh stop alihkan ke yg lain blog! Program gak bermutu.,Purbaya Yudhi Sadewa,negative,0.9990591406822203,Negatif
Sehat selalu pak prabowo. Semoga bpk bisa membawa negara Indonesia menjadi lbh baik. Terutama bisa memberantas koruptor dan mafia yg maling kekayaan alam dan maling uang negara.,Purbaya Yudhi Sadewa,positive,0.979973316192627,Positif
Katakan No untuk liberalisme,Purbaya Yudhi Sadewa,negative,0.9921367168426514,Negatif
MEN.ESDM ITU NGAPAIN AJA?,Purbaya Yudhi Sadewa,neutral,0.5076590180397034,Netral
"Semua menteri harus berani membenahi birokrasi, itu ukurannya.",Purbaya Yudhi Sadewa,neutral,0.987561821937561,Netral
Omon omon tapi yo ndak mampu ganti menteri yg tidak becus terutama ketum partai😮,Purbaya Yudhi Sadewa,negative,0.9986097812652588,Negatif
"Ga bakalan bisa, koalisi besar, tikus2nya juga dijadiin koalisi. Mana berani pecat mentri tikus. Maung ompong.",Purbaya Yudhi Sadewa,negative,0.9993000030517578,Negatif
"Itu semua cuma omong kosong, realitas sdh menjawab semua",Purbaya Yudhi Sadewa,negative,0.9981514811515808,Negatif
Gibran tu kurang gerak wowo😂😂,Purbaya Yudhi Sadewa,negative,0.9957394599914552,Negatif
Tindak tegas pak,Purbaya Yudhi Sadewa,positive,0.9968392848968506,Positif
"MENTRI  TITIPAN  BUANG  SEMUA ,GANTI   DENGAN   NENTRI MENTRI  YANG  BAGUS.",Purbaya Yudhi Sadewa,negative,0.9886017441749572,Negatif
pak salahsatu mentri yang wajib bapak percayai adalah menkeu Purbaya,Purbaya Yudhi Sadewa,neutral,0.998879849910736,Netral
"Pemrentah sekarang bayak omong rakyat  di kasih omnong "" tok wakta gk ada",Purbaya Yudhi Sadewa,negative,0.999406099319458,Negatif
semangat pak prabowo😊😊😊,Purbaya Yudhi Sadewa,positive,0.9990113973617554,Positif
Negara ini bisa merdeka karena berjuang bersama-sama tp knp kemakmuran hanya dimiliki mereka yg tdk pernah berjuang melawan penjajah.,Purbaya Yudhi Sadewa,positive,0.7464208602905273,Positif
Gw heran bahlul bin jahal masih aja aneh,Purbaya Yudhi Sadewa,negative,0.9994657635688782,Negatif
Mentri kl SDH titipan partai susah buat bekerja jujur buat rakyat. Kecuali pak purbaya tuh.  Murni kerja buat rakyat. Kl yg dr partai  bekerja terbagi dua. Rakyat dan partainya.,Purbaya Yudhi Sadewa,positive,0.7281190156936646,Positif
👍👍👍👍👍👍👍👍prabowo,Purbaya Yudhi Sadewa,positive,0.9978671073913574,Positif
PAK PRABOWO MASIH KURANG TEGAS!!PECAT LANGSUNG JANGAN MENYE- MENYE PARA MENTERI GABECUS,Purbaya Yudhi Sadewa,negative,0.9927515983581544,Negatif
Mentri Mentri yang gak bisa kerja itu Para mentri Penjilat hasil Titipan,Purbaya Yudhi Sadewa,negative,0.9991797804832458,Negatif
"Semoga dipermudah dan dilancarkan dalam merevolusi negara ini, Pak Prabowo",Purbaya Yudhi Sadewa,positive,0.9014126062393188,Positif
"Nah gini, bagusan nih kabar beritanya",Purbaya Yudhi Sadewa,positive,0.8176869750022888,Positif
Bahlil : ni orang cepu banget kayanya yah,Purbaya Yudhi Sadewa,positive,0.9881089329719543,Positif
keadialan sosial bagi seluruh rakyat indonesia pak,Purbaya Yudhi Sadewa,positive,0.7111449241638184,Positif
Bahlil dan luhut juga tito dan zulhas. Dan raja juli. Ganti pak. Resafel mereka,Purbaya Yudhi Sadewa,neutral,0.6499159336090088,Netral
Zulhas ada ga?,Purbaya Yudhi Sadewa,negative,0.9980046153068542,Negatif
"Goblin tuh pak yg cepet gerak,tapi mulutnya aja sih😂",Purbaya Yudhi Sadewa,negative,0.998555600643158,Negatif
Opung kakek tua mngkerut pasti😅😅😅,Purbaya Yudhi Sadewa,negative,0.9989670515060424,Negatif
Menteri HAM itu kerjanya apa sih? Program apa yang mereka punya??,Purbaya Yudhi Sadewa,neutral,0.9456350803375244,Netral
Emang bener yg punya tambang para pejabat penguasa ?,Purbaya Yudhi Sadewa,negative,0.999341070652008,Negatif
"Reshufle aja yg cuma ngantuk di kantor semalem bergadang , pulangi aja kerumah suruh ngitung daun",Purbaya Yudhi Sadewa,negative,0.984477996826172,Negatif
Buktikan pak jangan omon omon,Purbaya Yudhi Sadewa,negative,0.6566882729530334,Negatif
Sangat setuju semua aturan merujuk ke UUD 45 Pasal 33.Aturan yg tidak berdasarkan itu diganti,Purbaya Yudhi Sadewa,positive,0.6860166788101196,Positif
Semuanya pak terutama menteri menteri termul yang numpang doang kayak parasit.,Purbaya Yudhi Sadewa,negative,0.9644660949707032,Negatif
Pecat paaaaa yg ga pro rakyat jangan kebanyakan omon2,Purbaya Yudhi Sadewa,negative,0.9994731545448304,Negatif
"Semoga bukan omon omon aja ya
Aamiin",Purbaya Yudhi Sadewa,neutral,0.7098350524902344,Netral
Kalau ad mntri2 yg gk bisa di ayur bagus.ganti saja pak.,Purbaya Yudhi Sadewa,neutral,0.9477108716964722,Netral
Salut sama pak Prabowo sangat tegas.,Purbaya Yudhi Sadewa,positive,0.9983466863632202,Positif
"buat pak prabowo,tlong di hapuskan dulu internet di indonesia,biar ngak bisa masyarakat,yg koar koar di sosmed",Purbaya Yudhi Sadewa,negative,0.9863184690475464,Negatif
"MBG cukup membuang uang negara,1 triliun setiap hari harus dibuang,pantasan rupiah jadi lemah!!!",Purbaya Yudhi Sadewa,negative,0.9993577599525452,Negatif
"Ngomong melulu ,hukum mati koruptor baru bisa beres",Purbaya Yudhi Sadewa,negative,0.9963284134864808,Negatif
Buktikan pak!!!! Biar rakyat nggak anggap omon2 doang,Purbaya Yudhi Sadewa,negative,0.9854873418807985,Negatif
"Wowo mau ketiban Wiwi
Warisan bobrok dipimpin cara penuh gengsi
Tampil bagai superhero padahal serba manipulasi
Guna menutup ketidakberdayaan urus negara yg serba korupsi",Purbaya Yudhi Sadewa,negative,0.9989847540855408,Negatif
"Lampung priksa pak ,,seluruh Sumatra bukit barisan mohon kembalikan hutan kami kembalikan tata ruang yang sudah ada",Purbaya Yudhi Sadewa,neutral,0.9987364411354064,Netral
Gunanya Gibran disebelah probowo apa sih,Purbaya Yudhi Sadewa,neutral,0.9546406865119934,Netral
Kenyataan nya oligaro dan kelpok yng mnikmati,Purbaya Yudhi Sadewa,positive,0.6597845554351807,Positif
Haloo freeport😂,Purbaya Yudhi Sadewa,negative,0.9908300638198853,Negatif
Tolong pak RI 1 mentri² sisa mulyono segera di rishafell,Purbaya Yudhi Sadewa,neutral,0.9986199140548706,Netral
Menteri esdm kudu diganti,Purbaya Yudhi Sadewa,neutral,0.9968183040618896,Netral
"makanya partai dibikin dikit aja .banyak menteri gak nyambung ikut jurusan kemakmuran rakyat..taunya kenyang,tenar,kayak artis😅😅😅😅😅.gk becus pula.",Purbaya Yudhi Sadewa,negative,0.9989264607429504,Negatif
"Sumber dari segala sumber hukum di Indonesia adalah PANCASILA baru UUD 1945,baru Kpts MPR,dan terus kebawah.",Purbaya Yudhi Sadewa,neutral,0.9954404830932616,Netral
Semoga pak prabowo selalu di beri kesehatan untuk terus memperjuangakan rakyat,Purbaya Yudhi Sadewa,positive,0.974223256111145,Positif
"Kalo laporan dari Purbaya percaya itu benar, tapi kalo dari Bahlil, Zulhas, Sigit, Raja jangan langsung percaya",Purbaya Yudhi Sadewa,negative,0.9973245859146118,Negatif
"Sy titip bapak harus tegas sama yg namanya LBP, kalau tidak negara akan digadaikan dan tidak ada wibawanya",Purbaya Yudhi Sadewa,negative,0.9825080037117004,Negatif
"Omon-omon dari-nya meminta korban.
Makan tuh omon2mu Wo !",Purbaya Yudhi Sadewa,negative,0.890783965587616,Negatif
Pak usul dong kendaraan motor mobil pajak tanpa ktp pemilik pertama secara online.,Purbaya Yudhi Sadewa,neutral,0.9990676045417786,Netral
Apakah RI 1berkenan mendengarkan keluhan dari rakyat? Semoga.,Purbaya Yudhi Sadewa,neutral,0.9986465573310852,Netral
bahlil mode mengkeret,Purbaya Yudhi Sadewa,negative,0.9936829805374146,Negatif
Oknum negara ko struktur dan masif   ini konsepnya gimana😂,Purbaya Yudhi Sadewa,negative,0.9990430474281312,Negatif
Sementara yang  punya saham India,Purbaya Yudhi Sadewa,neutral,0.9983986020088196,Netral
"*Sayangnya masih hanya omon2 saja, terutama berkaitan dg penggundulan hutan tropis atas dalih tambang untuk rakyat* 🤡🤡😎💩💩💩👀✍️",Purbaya Yudhi Sadewa,negative,0.9977731108665466,Negatif
Gus ipul ganti,Purbaya Yudhi Sadewa,neutral,0.997702419757843,Netral
Mentan harus ikut bergerak di dunia perunggasan,Purbaya Yudhi Sadewa,neutral,0.9968221187591552,Netral
"Udah pecat""in menteri yang gk becus kerja pak",Purbaya Yudhi Sadewa,negative,0.9993851184844972,Negatif
Pasal 33 pelajaran gw pas smp kelas 9,Purbaya Yudhi Sadewa,negative,0.5323562622070312,Negatif
Bahlil bukan,Purbaya Yudhi Sadewa,negative,0.979568600654602,Negatif
Pak prabowo sebenarnya sudah tau mana menteri yang kinerjanya kurang bagus,Purbaya Yudhi Sadewa,negative,0.5876761674880981,Negatif
